name,content,price
HP 오멘 16 슬림 u0038TX,"노트북/운영체제(OS): 윈도우11홈/용도: 게임용, 그래픽작업용/
화면정보 40.6cm(16인치)/2560x1600(WQXGA)/400nit/주사율: 240Hz/
CPU 인텔/코어i7-13세대/i7-13700HX (2.1GHz)/16코어(8P+8E)/
램 DDR5/램 용량: 32GB/4800MHz/램 교체: 가능/
그래픽 외장그래픽/RTX4060/TGP: 130W/VRAM:8GB/논 옵티머스/
저장장치 M.2(NVMe)/1TB/저장 슬롯: 1개/
네트워크 무선랜: 802.11ax(Wi-Fi 6E)/유선랜: 기가비트/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠(FHD)/
단자 썬더볼트4: 2개(USB-C겸용)/USB-A: 2개/
파워 배터리: 70Wh/어댑터: 230W/전원: DC/
주요제원 두께: 19.9mm/무게: 2.09kg/쿨링팬: 2개/색상: 화이트","2,048,000"
HP 오멘 16-wf0268TX,"노트북/운영체제(OS): 윈도우11홈/용도: 게임용, 그래픽작업용/
화면정보 40.9cm(16.1인치)/1920x1080(FHD)/300nit/주사율: 165Hz/
CPU 인텔/코어i5-13세대/i5-13500HX (2.5GHz)/14코어(6P+8E)/
램 DDR5/램 용량: 16GB/4800MHz/램 교체: 가능/
그래픽 외장그래픽/RTX4060/TGP: 140W/VRAM:8GB/논 옵티머스/
저장장치 M.2(NVMe)/512GB/
네트워크 무선랜: 802.11ax(Wi-Fi 6E)/유선랜: 기가비트/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠(FHD)/
단자 썬더볼트4: 2개(USB-C겸용)/USB-A: 2개/
파워 배터리: 83Wh/어댑터: 280W/전원: DC/
주요제원 두께: 23.5mm/무게: 2.35kg/쿨링팬: 2개/색상: 블랙","1,269,660"
HP 프로북 465 G11 A40XMPT,"노트북/운영체제(OS): 미포함(프리도스)/용도: 사무/인강용/
화면정보 40.6cm(16인치)/1920x1200(WUXGA)/300nit/
CPU AMD/라이젠5(Zen3+)/7535U (2.9Hz)/헥사(6)코어/
램 DDR5/램 용량: 8GB/4800MHz/램 교체: 가능/
그래픽 내장그래픽/Radeon 660M/6core/
저장장치 M.2(NVMe)/512GB/
네트워크 무선랜: 802.11ax(Wi-Fi 6E)/유선랜: 기가비트/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠/
단자 USB-C: 2개/USB-A: 2개/
파워 배터리: 56Wh/어댑터: 65W/전원: USB-PD/최대13시간/
주요제원 두께: 17mm/무게: 1.748kg/색상: 실버","504,300"
HP 15-fd1029TU,"AI 노트북/운영체제(OS): 윈도우11홈/용도: 사무/인강용/
화면정보 39.62cm(15.6인치)/1920x1080(FHD)/300nit/
CPU 인텔/코어 울트라5/125H (4.5GHz)/14코어(4P+8E+2LE)/
NPU 인텔 AI Boost/11TOPS/
램 DDR5/램 용량: 16GB/5600MHz/램 교체: 가능/
그래픽 내장그래픽/Arc/7core/
저장장치 M.2(NVMe)/512GB/
네트워크 무선랜: 802.11ax(Wi-Fi 6)/
영상입출력 HDMI/DP Alt Mode/웹캠(HD)/
단자 USB-C: 1개/USB-A: 2개/
파워 배터리: 41Wh/어댑터: 65W/전원: USB-PD(+DC)/
주요제원 두께: 18.6mm/무게: 1.6kg/색상: 실버","940,330"
HP 오멘 16 슬림 u1037TX 64GB램,"노트북/운영체제(OS): 윈도우11홈/용도: 게임용, 그래픽작업용/
화면정보 40.6cm(16인치)/2560x1600(WQXGA)/400nit/주사율: 240Hz/
CPU 인텔/코어i7-14세대/i7-14700HX (5.5GHz)/20코어(8P+12E)/
램 DDR5/램 용량: 64GB/5600MHz/램 교체: 가능/
그래픽 외장그래픽/RTX4060/TGP: 130W/VRAM:8GB/논 옵티머스/
저장장치 M.2(NVMe)/1TB/저장 슬롯: 1개/
네트워크 무선랜: 802.11be(Wi-Fi 7)/유선랜: 기가비트/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠(FHD)/
단자 썬더볼트4: 2개(USB-C겸용)/USB-A: 2개/
파워 배터리: 97Wh/어댑터: 230W/전원: DC/
주요제원 두께: 19.9mm/무게: 2.18kg/쿨링팬: 2개/색상: 블랙","2,745,000"
HP 빅터스 16-r1036TX WIN11 64GB램,"노트북/운영체제(OS): 윈도우11(설치)/용도: 게임용, 그래픽작업용/
화면정보 40.9cm(16.1인치)/1920x1080(FHD)/300nit/주사율: 165Hz/
CPU 인텔/코어i7-14세대/i7-14700HX (5.5GHz)/20코어(8P+12E)/
램 DDR5/램 용량: 64GB/5600MHz/램 교체: 가능/
그래픽 외장그래픽/RTX4060/TGP: 120W/VRAM:8GB/MUX 스위치/
저장장치 M.2(NVMe)/512GB/
네트워크 무선랜: 802.11ax(Wi-Fi 6E)/유선랜: 기가비트/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠(FHD)/
단자 USB-C: 1개/USB-A: 3개/
파워 배터리: 70Wh/어댑터: 200W/전원: USB-PD(+DC)/
주요제원 두께: 22.9mm/무게: 2.31kg/쿨링팬: 2개/색상: 다크실버","1,919,000"
HP 오멘 14 슬림 fb0038TX,"AI 노트북/운영체제(OS): 윈도우11홈/용도: 게임용, 그래픽작업용/
화면정보 35.6cm(14인치)/2880x1800(WQXGA+)/400nit/주사율: 120Hz/
CPU 인텔/코어 울트라9/185H (5.1GHz)/16코어(6P+8E+2LE)/
NPU 인텔 AI Boost/11TOPS/
램 LPDDR5(온보드)/램 용량: 32GB/7467MHz/램 교체: 불가능/
그래픽 외장그래픽/RTX4060/TGP: 65W/VRAM:8GB/
저장장치 M.2(NVMe)/1TB/
네트워크 무선랜: 802.11be(Wi-Fi 7)/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠(FHD)/
단자 썬더볼트4: 1개(USB-C겸용)/USB-C: 1개/USB-A: 2개/
파워 배터리: 71Wh/어댑터: 140W/전원: USB-PD/
주요제원 두께: 16.91mm/무게: 1.65kg/쿨링팬: 2개/색상: 화이트","2,590,000"
HP 옴니북 Ultra Flip,"AI 노트북/운영체제(OS): 윈도우11홈/용도: 사무/인강용, 휴대용/
화면정보 35.6cm(14인치)/2880x1800(WQXGA+)/400nit/주사율: 120Hz/
CPU 인텔/코어 울트라7(S2)/258V (4.8GHz)/옥타코어(4P+4E)/
NPU 인텔 AI Boost/47TOPS/
램 LPDDR5x(온보드)/램 용량: 32GB/8533MHz/램 교체: 불가능/
그래픽 내장그래픽/Arc 140V/8core/
저장장치 M.2(NVMe)/1TB/
네트워크 무선랜: 802.11be(Wi-Fi 7)/
영상입출력 DP Alt Mode/웹캠/
단자 썬더볼트4: 2개(USB-C겸용)/USB-C: 1개/
파워 배터리: 64Wh/어댑터: 65W/전원: USB-PD/최대21시간/
주요제원 두께: 16.5mm/무게: 1.35kg/색상: 그레이","2,198,990"
HP 15-fd1030TU,"AI 노트북/운영체제(OS): 미포함(프리도스)/용도: 사무/인강용/
화면정보 39.62cm(15.6인치)/1920x1080(FHD)/300nit/
CPU 인텔/코어 울트라5/125H (4.5GHz)/14코어(4P+8E+2LE)/
NPU 인텔 AI Boost/11TOPS/
램 DDR5/램 용량: 16GB/5600MHz/램 교체: 가능/
그래픽 내장그래픽/Arc/7core/
저장장치 M.2(NVMe)/512GB/
네트워크 무선랜: 802.11ax(Wi-Fi 6)/
영상입출력 HDMI/DP Alt Mode/웹캠(HD)/
단자 USB-C: 1개/USB-A: 2개/
파워 배터리: 41Wh/어댑터: 65W/전원: USB-PD(+DC)/
주요제원 두께: 18.6mm/무게: 1.6kg/색상: 실버","752,620"
HP 오멘 16-xf0052AX,"AI 노트북/운영체제(OS): 윈도우11홈/용도: 게임용, 그래픽작업용/
화면정보 40.9cm(16.1인치)/2560x1440(QHD)/300nit/주사율: 240Hz/
CPU AMD/라이젠7(Zen4)/7840HS (3.8Hz)/옥타(8)코어/
NPU AMD 라이젠 AI/10TOPS/
램 DDR5/램 용량: 16GB/5600MHz/램 교체: 가능/
그래픽 외장그래픽/RTX4060/TGP: 140W/VRAM:8GB/
저장장치 M.2(NVMe)/512GB/저장 슬롯: 2개/
네트워크 무선랜: 802.11ax(Wi-Fi 6E)/유선랜: 기가비트/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠(HD)/
단자 USB-C: 2개/USB-A: 2개/
파워 배터리: 83Wh/전원: USB-PD(+DC)/
주요제원 두께: 23mm/무게: 2.4kg/쿨링팬: 2개/색상: 블랙","1,847,000"
